Time	LIT0_freq	LIT1_freq	LIT2_freq	LIT3_freq	MID4_freq	MID5_freq	BIG6_freq	BIG7_freq	LIT0_util	LIT1_util	LIT2_util	LIT3_util	MID4_util	MID5_util	BIG6_util	BIG7_util	MIF_Freq	GPU_Freq	GPU_Load	BIG	MID	LITTLE	LIT_state	MID_state	BIG_state	GPU_state	TPU_state	batt_volt	batt_curr	LIT0_governer	LIT1_governer	LIT2_governer	LIT3_governer	MID4_governer	MID5_governer	BIG6_governer	BIG7_governer	LIT0_fw_freq	MID4_fw_freq	BIG6_fw_freq	EOL
770	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
780	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
790	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
800	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	50	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
810	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	50	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
820	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
830	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	33	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
840	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4407187	660625	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
850	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	0	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4408125	659375	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
860	300000	300000	300000	300000	400000	400000	2850000	2850000	0	0	0	0	50	0	0	0	421000	202	0	38000	39000	39000	0	0	0	0	0	4408125	659375	performance	performance	performance	performance	performance	performance	performance	performance	300000	400000	2850000	EOL
